,Year,Match_ID,Phase,Phase_num,Group,Round,Round_selector,Home,Away,Result,Points_Home,Points_Away,Advances,n_Goals_Home,n_Goals_Away,Goals_Home,Goals_Away,n_Pens_Home,n_Pens_Away,Pens_Home,Pens_Away,Time,Date,Venue,City,Attendance,Referee,Possession_Home,Possession_Away,PassAcc_Home,PassAcc_Away,n_Passes_Attempt_Home,n_Passes_Attempt_Away,n_Passes_Compl_Home,n_Passes_Compl_Away,Distance_Home,Distance_Away,OnTarget_Home,OnTarget_Away,OffTarget_Home,OffTarget_Away,ShotsBlocked_Home,ShotsBlocked_Away,Corners_Home,Corners_Away,Offsides_Home,Offsides_Away,Blocks_Home,Blocks_Away,BallsRec_Home,BallsRec_Away,Tackles_Home,Tackles_Away,Fouls_Home,Fouls_Away,Yellow_Home,Yellow_Away,Red_Home,Red_Away,Result_bare,youtube_url,deadline,completed,match_time,kick_off_cest,,,,,,
185,2004,2004_Group_D_2_Latvia_Germany,Group,1,D,2,Group match 2,Latvia,Germany,0–0,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,17:00,19/06/2004,Estádio do Bessa,Porto,"Attendance: 22,344",Referee: Mike Riley (England),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,1,12,1,1,4,7,1,3,9,3,NA,NA,NA,NA,25,21,2,3,NA,NA,0–0,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
186,2004,2004_Group_D_2_Netherlands_Czech Republic,Group,1,D,2,Group match 2,Netherlands,Czech Republic,2–3,0,3,NA,2,3,"Bouma  4'
Van Nistelrooy  19'","Koller  23'
Baroš  71'
Šmicer  88'",NA,NA,NA,NA,19:45,19/06/2004,Estádio Municipal de Aveiro,Aveiro,"Attendance: 29,935",Referee: Manuel Mejuto González (Spain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,3,8,1,3,6,7,6,2,7,6,NA,NA,NA,NA,24,18,3,1,1,0,2–3,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
187,2004,2004_Group_D_3_Netherlands_Latvia,Group,1,D,3,Group match 3,Netherlands,Latvia,3–0,3,0,NA,3,0,"Van Nistelrooy  27' (pen.), 35'
Makaay  84'",NA,NA,NA,NA,NA,19:45,23/06/2004,Estádio Municipal de Braga,Braga,"Attendance: 27,904",Referee: Kim Milton Nielsen (Denmark),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,9,4,3,0,9,3,2,4,1,13,NA,NA,NA,NA,13,17,0,1,NA,NA,3–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
188,2004,2004_Group_D_3_Germany_Czech Republic,Group,1,D,3,Group match 3,Germany,Czech Republic,1–2,0,3,NA,1,2,Ballack  21',"Heinz  30'
Baroš  77'",NA,NA,NA,NA,19:45,23/06/2004,Estádio José Alvalade,Lisbon,"Attendance: 46,849",Referee: Terje Hauge (Norway),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,7,2,NA,NA,9,1,5,2,4,8,NA,NA,NA,NA,19,18,3,1,NA,NA,1–2,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
189,2004,2004_Quarterfinal_A_Portugal_England,Quarterfinal,3,A,NA,Quarterfinal,Portugal,England,2–2 (a.e.t.),1,1,Portugal,2,2,"Postiga  83'
Rui Costa  110'","Owen  3'
Lampard  115'",6,5,"
Deco 
Simão 
Rui Costa 
Ronaldo 
Maniche 
Postiga 
Ricardo ","
Beckham
Owen
Lampard
Terry
Hargreaves
A. Cole
Vassell",19:45,24/06/2004,Estádio da Luz,Lisbon,"Attendance: 62,564",Referee: Urs Meier (Switzerland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,17,4,10,4,13,9,5,2,5,6,NA,NA,NA,NA,16,25,3,3,NA,NA,2–2,NA,02/07/2021,,,#N/A,,,,,,
190,2004,2004_Quarterfinal_B_Sweden_Netherlands,Quarterfinal,3,B,NA,Quarterfinal,Sweden,Netherlands,0–0 (a.e.t.),1,1,Netherlands,0,0,NA,NA,4,5,"Källström 
Larsson 
Ibrahimovic 
Ljungberg 
Wilhelmsson 
Mellberg ","Van Nistelrooy
Heitinga
Reiziger
Cocu
Makaay
Robben",19:45,26/06/2004,Estádio Algarve,Faro,"Attendance: 27,762",Referee: Luboš Michel (Slovakia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,6,10,3,4,5,10,5,3,8,5,NA,NA,NA,NA,23,29,2,3,NA,NA,0–0,NA,02/07/2021,,,#N/A,,,,,,
191,2004,2004_Quarterfinal_C_France_Greece,Quarterfinal,3,C,NA,Quarterfinal,France,Greece,0–1,0,3,Greece,0,1,NA,Charisteas  65',NA,NA,NA,NA,19:45,25/06/2004,Estádio José Alvalade,Lisbon,"Attendance: 45,390",Referee: Anders Frisk (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,0,1,0,3,3,1,1,4,4,NA,NA,NA,NA,23,14,2,2,NA,NA,0–1,NA,02/07/2021,,,#N/A,,,,,,
192,2004,2004_Quarterfinal_D_Czech Republic_Denmark,Quarterfinal,3,D,NA,Quarterfinal,Czech Republic,Denmark,3–0,3,0,Czech Republic,3,0,"Koller  49'
Baroš  63', 65'",NA,NA,NA,NA,NA,19:45,27/06/2004,Estádio do Dragão,Porto,"Attendance: 41,092",Referee: Valentin Ivanov (Russia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,6,2,4,7,4,2,2,1,2,NA,NA,NA,NA,22,17,3,3,NA,NA,3–0,NA,02/07/2021,,,#N/A,,,,,,
193,2004,2004_Semifinal_A_Portugal_Netherlands,Semifinal,4,A,NA,Semifinal,Portugal,Netherlands,2–1,3,0,Portugal,2,1,"Ronaldo  26'
Maniche  58'",Andrade  63' (o.g.),NA,NA,NA,NA,19:45,30/06/2004,Estádio José Alvalade,Lisbon,"Attendance: 46,679",Referee: Anders Frisk (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,5,3,1,9,2,5,3,1,4,NA,NA,NA,NA,22,21,3,2,NA,NA,2–1,NA,06/07/2021,,,#N/A,,,,,,
194,2004,2004_Semifinal_B_Greece_Czech Republic,Semifinal,4,B,NA,Semifinal,Greece,Czech Republic,1–0 (a.e.t.),3,0,Greece,1,0,Dellas  105+1',NA,NA,NA,NA,NA,19:45,01/07/2004,Estádio do Dragão,Porto,"Attendance: 42,449",Referee: Pierluigi Collina (Italy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,9,0,2,4,8,4,2,3,4,NA,NA,NA,NA,16,27,3,3,NA,NA,1–0,NA,06/07/2021,,,#N/A,,,,,,
195,2004,2004_Final_A_Portugal_Greece,Final,5,A,NA,Final,Portugal,Greece,0–1,0,3,Greece,0,1,NA,Charisteas  57',NA,NA,NA,NA,19:45,04/07/2004,Estádio da Luz,Lisbon,"Attendance: 62,865[7]",Referee: Markus Merk (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,11,3,1,0,10,1,4,3,0,5,NA,NA,NA,NA,19,21,2,4,NA,NA,0–1,NA,11/07/2021,,,#N/A,,,,,,
196,2000,2000_Group_A_1_Germany_Romania,Group,1,A,1,Group match 1,Germany,Romania,1–1,1,1,NA,1,1,Scholl  28',Moldovan  5',NA,NA,NA,NA,18:00,12/06/2000,Stade Maurice Dufrasne,Liège,"Attendance: 28,500",Referee: Kim Milton Nielsen (Denmark),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,1–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
197,2000,2000_Group_A_1_Portugal_England,Group,1,A,1,Group match 1,Portugal,England,3–2,3,0,NA,3,2,"Figo  22'
João Pinto  37'
Nuno Gomes  59'","Scholes  3'
McManaman  18'",NA,NA,NA,NA,20:45,12/06/2000,Philips Stadion,Eindhoven,"Attendance: 31,500",Referee: Anders Frisk (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,3–2,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
198,2000,2000_Group_A_2_Romania_Portugal,Group,1,A,2,Group match 2,Romania,Portugal,0–1,0,3,NA,0,1,NA,Costinha  90+4',NA,NA,NA,NA,18:00,17/06/2000,GelreDome,Arnhem,"Attendance: 28,400",Referee: Gilles Veissière (France),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,0–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
199,2000,2000_Group_A_2_England_Germany,Group,1,A,2,Group match 2,England,Germany,1–0,3,0,NA,1,0,Shearer  53',NA,NA,NA,NA,NA,20:45,17/06/2000,Stade du Pays de Charleroi,Charleroi,"Attendance: 29,000",Referee: Pierluigi Collina (Italy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1–0,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
200,2000,2000_Group_A_3_England_Romania,Group,1,A,3,Group match 3,England,Romania,2–3,0,3,NA,2,3,"Shearer  41' (pen.)
Owen  45'","Chivu  22'
Munteanu  48'
Ganea  89' (pen.)",NA,NA,NA,NA,20:45,20/06/2000,Stade du Pays de Charleroi,Charleroi,"Attendance: 30,000",Referee: Urs Meier (Switzerland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,2–3,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
201,2000,2000_Group_A_3_Portugal_Germany,Group,1,A,3,Group match 3,Portugal,Germany,3–0,3,0,NA,3,0,"Conceição  35', 54', 71'",NA,NA,NA,NA,NA,20:45,20/06/2000,Feijenoord Stadion,Rotterdam,"Attendance: 44,000",Referee: Dick Jol (Netherlands),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,3–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
202,2000,2000_Group_B_1_Belgium_Sweden,Group,1,B,1,Group match 1,Belgium,Sweden,2–1,3,0,NA,2,1,"Goor  43'
É. Mpenza  46'",Mjällby  53',NA,NA,NA,NA,20:45,10/06/2000,King Baudouin Stadium,Brussels,"Attendance: 46,700",Referee: Markus Merk (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,1,2–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
203,2000,2000_Group_B_1_Turkey_Italy,Group,1,B,1,Group match 1,Turkey,Italy,1–2,0,3,NA,1,2,Okan  62',"Conte  52'
Inzaghi  70' (pen.)",NA,NA,NA,NA,14:30,11/06/2000,GelreDome,Arnhem,"Attendance: 22,500",Referee: Hugh Dallas (Scotland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1–2,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
204,2000,2000_Group_B_2_Italy_Belgium,Group,1,B,2,Group match 2,Italy,Belgium,2–0,3,0,NA,2,0,"Totti  6'
Fiore  66'",NA,NA,NA,NA,NA,20:45,14/06/2000,King Baudouin Stadium,Brussels,"Attendance: 44,500",Referee: José María García-Aranda (Spain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,2–0,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
205,2000,2000_Group_B_2_Sweden_Turkey,Group,1,B,2,Group match 2,Sweden,Turkey,0–0,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,20:45,15/06/2000,Philips Stadion,Eindhoven,"Attendance: 27,000",Referee: Dick Jol (Netherlands),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0–0,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
206,2000,2000_Group_B_3_Turkey_Belgium,Group,1,B,3,Group match 3,Turkey,Belgium,2–0,3,0,NA,2,0,"Sükür  45+2', 70'",NA,NA,NA,NA,NA,20:45,19/06/2000,King Baudouin Stadium,Brussels,"Attendance: 48,000",Referee: Kim Milton Nielsen (Denmark)[note 1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,2–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
207,2000,2000_Group_B_3_Italy_Sweden,Group,1,B,3,Group match 3,Italy,Sweden,2–1,3,0,NA,2,1,"Di Biagio  39'
Del Piero  88'",Larsson  77',NA,NA,NA,NA,20:45,19/06/2000,Philips Stadion,Eindhoven,"Attendance: 30,000",Referee: Vítor Melo Pereira (Portugal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2–1,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
208,2000,2000_Group_C_1_Spain_Norway,Group,1,C,1,Group match 1,Spain,Norway,0–1,0,3,NA,0,1,NA,Iversen  65',NA,NA,NA,NA,18:00,13/06/2000,Feijenoord Stadion,Rotterdam,"Attendance: 41,000",Referee: Gamal Al-Ghandour (Egypt),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,0–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
209,2000,2000_Group_C_1_FR Yugoslavia_Slovenia,Group,1,C,1,Group match 1,FR Yugoslavia,Slovenia,3–3,1,1,NA,3,3,"Miloševic  67', 73'
Drulovic  70'","Zahovic  23', 57'
Pavlin  52'",NA,NA,NA,NA,20:45,13/06/2000,Stade du Pays de Charleroi,Charleroi,"Attendance: 18,500",Referee: Vítor Melo Pereira (Portugal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,3–3,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
210,2000,2000_Group_C_2_Slovenia_Spain,Group,1,C,2,Group match 2,Slovenia,Spain,1–2,0,3,NA,1,2,Zahovic  59',"Raúl  4'
Etxeberria  60'",NA,NA,NA,NA,18:00,18/06/2000,Amsterdam Arena,Amsterdam,"Attendance: 51,300",Referee: Markus Merk (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,1–2,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
211,2000,2000_Group_C_2_Norway_FR Yugoslavia,Group,1,C,2,Group match 2,Norway,FR Yugoslavia,0–1,0,3,NA,0,1,NA,Miloševic  8',NA,NA,NA,NA,20:45,18/06/2000,Stade Maurice Dufrasne,Liège,"Attendance: 28,750",Referee: Hugh Dallas (Scotland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,1,0–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
212,2000,2000_Group_C_3_FR Yugoslavia_Spain,Group,1,C,3,Group match 3,FR Yugoslavia,Spain,3–4,0,3,NA,3,4,"Miloševic  30'
Govedarica  50'
Komljenovic  75'","Alfonso  38', 90+5'
Munitis  51'
Mendieta  90+4' (pen.)",NA,NA,NA,NA,18:00,21/06/2000,Jan Breydel Stadium,Bruges,"Attendance: 26,611",Referee: Gilles Veissière (France),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,0,3–4,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
213,2000,2000_Group_C_3_Slovenia_Norway,Group,1,C,3,Group match 3,Slovenia,Norway,0–0,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,18:00,21/06/2000,GelreDome,Arnhem,"Attendance: 21,000",Referee: Graham Poll (England),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
214,2000,2000_Group_D_1_France_Denmark,Group,1,D,1,Group match 1,France,Denmark,3–0,3,0,NA,3,0,"Blanc  16'
Henry  64'
Wiltord  90+2'",NA,NA,NA,NA,NA,18:00,11/06/2000,Jan Breydel Stadium,Bruges,"Attendance: 28,100",Referee: Günter Benkö (Austria),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,3–0,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
215,2000,2000_Group_D_1_Netherlands_Czech Republic,Group,1,D,1,Group match 1,Netherlands,Czech Republic,1–0,3,0,NA,1,0,F. de Boer  89' (pen.),NA,NA,NA,NA,NA,20:45,11/06/2000,Amsterdam Arena,Amsterdam,"Attendance: 50,800",Referee: Pierluigi Collina (Italy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,1–0,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
216,2000,2000_Group_D_2_Czech Republic_France,Group,1,D,2,Group match 2,Czech Republic,France,1–2,0,3,NA,1,2,Poborský  35' (pen.),"Henry  7'
Djorkaeff  60'",NA,NA,NA,NA,18:00,16/06/2000,Jan Breydel Stadium,Bruges,"Attendance: 27,243",Referee: Graham Poll (England),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1–2,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
217,2000,2000_Group_D_2_Denmark_Netherlands,Group,1,D,2,Group match 2,Denmark,Netherlands,0–3,0,3,NA,0,3,NA,"Kluivert  57'
R. de Boer  66'
Zenden  77'",NA,NA,NA,NA,20:45,16/06/2000,Feijenoord Stadion,Rotterdam,"Attendance: 51,425",Referee: Urs Meier (Switzerland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,0–3,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
218,2000,2000_Group_D_3_Denmark_Czech Republic,Group,1,D,3,Group match 3,Denmark,Czech Republic,0–2,0,3,NA,0,2,NA,"Šmicer  64', 67'",NA,NA,NA,NA,20:45,21/06/2000,Stade Maurice Dufrasne,Liège,"Attendance: 20,000",Referee: Gamal Al-Ghandour (Egypt),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,0–2,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
219,2000,2000_Group_D_3_France_Netherlands,Group,1,D,3,Group match 3,France,Netherlands,2–3,0,3,NA,2,3,"Dugarry  8'
Trezeguet  31'","Kluivert  14'
F. de Boer  51'
Zenden  59'",NA,NA,NA,NA,20:45,21/06/2000,Amsterdam Arena,Amsterdam,"Attendance: 50,000",Referee: Anders Frisk (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,2–3,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
220,2000,2000_Quarterfinal_A_Spain_France,Quarterfinal,3,A,NA,Quarterfinal,Spain,France,1–2,0,3,France,1,2,Mendieta  38' (pen.),"Zidane  32'
Djorkaeff  44'",NA,NA,NA,NA,20:45,25/06/2000,Jan Breydel Stadium,Bruges,"Attendance: 26,614",Referee: Pierluigi Collina (Italy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,1–2,NA,02/07/2021,,,#N/A,,,,,,
221,2000,2000_Quarterfinal_B_Turkey_Portugal,Quarterfinal,3,B,NA,Quarterfinal,Turkey,Portugal,0–2,0,3,Portugal,0,2,NA,"Nuno Gomes  44', 56'",NA,NA,NA,NA,18:00,24/06/2000,Amsterdam Arena,Amsterdam,"Attendance: 42,000",Referee: Dick Jol (Netherlands),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,0,0–2,NA,02/07/2021,,,#N/A,,,,,,
222,2000,2000_Quarterfinal_C_Italy_Romania,Quarterfinal,3,C,NA,Quarterfinal,Italy,Romania,2–0,3,0,Italy,2,0,"Totti  33'
Inzaghi  43'",NA,NA,NA,NA,NA,20:45,24/06/2000,King Baudouin Stadium,Brussels,"Attendance: 41,000",Referee: Vítor Melo Pereira (Portugal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,2–0,NA,02/07/2021,,,#N/A,,,,,,
223,2000,2000_Quarterfinal_D_Netherlands_FR Yugoslavia,Quarterfinal,3,D,NA,Quarterfinal,Netherlands,FR Yugoslavia,6–1,3,0,Netherlands,6,1,"Kluivert  24', 38', 54'
Govedarica  51' (o.g.)
Overmars  78', 90+1'",Miloševic  90+2',NA,NA,NA,NA,18:00,25/06/2000,Feijenoord Stadion,Rotterdam,"Attendance: 44,000",Referee: José María García-Aranda (Spain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,6–1,NA,02/07/2021,,,#N/A,,,,,,
224,2000,2000_Semifinal_A_France_Portugal,Semifinal,4,A,NA,Semifinal,France,Portugal,2–1 (a.e.t.),3,0,France,2,1,"Henry  51'
Zidane  117'  (pen.)",Nuno Gomes  19',NA,NA,NA,NA,20:45,28/06/2000,King Baudouin Stadium,Brussels,"Attendance: 48,000",Referee: Günter Benkö (Austria),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,2–1,NA,06/07/2021,,,#N/A,,,,,,
225,2000,2000_Semifinal_B_Italy_Netherlands,Semifinal,4,B,NA,Semifinal,Italy,Netherlands,0–0 (a.e.t.),1,1,Italy,0,0,NA,NA,3,1,"Di Biagio 
Pessotto 
Totti 
Maldini ","F. de Boer
Stam
Kluivert
Bosvelt",18:00,29/06/2000,Amsterdam Arena,Amsterdam,"Attendance: 50,000",Referee: Markus Merk (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,0,0–0,NA,06/07/2021,,,#N/A,,,,,,
226,2000,2000_Final_A_France_Italy,Final,5,A,NA,Final,France,Italy,2–1 (a.e.t./g.g.),3,0,France,2,1,"Wiltord  90+3'
Trezeguet  103' ",Delvecchio  55',NA,NA,NA,NA,20:00,02/07/2000,De Kuip,Rotterdam,"Attendance: 48,200[8]",Referee: Anders Frisk (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,2–1,NA,11/07/2021,,,#N/A,,,,,,
227,1996,1996_Group_A_1_England_Switzerland,Group,1,A,1,Group match 1,England,Switzerland,1–1,1,1,NA,1,1,Shearer  23',Türkyilmaz  83' (pen.),NA,NA,NA,NA,15:00,08/06/1996,Wembley Stadium,London,"Attendance: 76,567",Referee: Manuel Díaz Vega (Spain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,1–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
228,1996,1996_Group_A_1_Netherlands_Scotland,Group,1,A,1,Group match 1,Netherlands,Scotland,0–0,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,16:30,10/06/1996,Villa Park,Birmingham,"Attendance: 34,363",Referee: Leif Sundell (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0–0,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
229,1996,1996_Group_A_2_Switzerland_Netherlands,Group,1,A,2,Group match 2,Switzerland,Netherlands,0–2,0,3,NA,0,2,NA,"Cruyff  66'
Bergkamp  79'",NA,NA,NA,NA,19:30,13/06/1996,Villa Park,Birmingham,"Attendance: 36,800",Referee: Atanas Uzunov (Bulgaria),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,0–2,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
230,1996,1996_Group_A_2_Scotland_England,Group,1,A,2,Group match 2,Scotland,England,0–2,0,3,NA,0,2,NA,"Shearer  53'
Gascoigne  79'",NA,NA,NA,NA,15:00,15/06/1996,Wembley Stadium,London,"Attendance: 76,864",Referee: Pierluigi Pairetto (Italy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0–2,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
231,1996,1996_Group_A_3_Scotland_Switzerland,Group,1,A,3,Group match 3,Scotland,Switzerland,1–0,3,0,NA,1,0,McCoist  36',NA,NA,NA,NA,NA,19:30,18/06/1996,Villa Park,Birmingham,"Attendance: 34,926",Referee: Václav Krondl (Czech Republic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,1–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
